번호,발생시각,규모,깊이(km),최대 진도,위도,경도,위치,지도보기,상세정보
862,2009-10-16 13:12,2.3,,,33.40 N,127.29 E,제주 서귀포시 성산 동쪽 38km 해역,지도,-
861,2009-10-04 12:00,2.5,,,39.38 N,126.05 E,북한 평안남도 평성 북북동쪽 17km 지역,지도,-
860,2009-10-01 21:30,2.9,,,38.12 N,126.02 E,북한 황해남도 해주 동북동쪽 28km 지역,지도,-
859,2009-08-25 23:08,2.4,,,37.68 N,124.68 E,인천 백령도 남쪽 30km 해역,지도,-
858,2009-08-21 23:02,3.8,,,38.82 N,125.79 E,북한 황해북도 송림 북동쪽 16km 지역,지도,-
857,2009-08-17 15:24,2.4,,,36.54 N,129.60 E,경북 영덕군 북동쪽 24km 해역,지도,-
856,2009-08-15 3:18,2.6,,,36.52 N,129.61 E,경북 영덕군 북동쪽 23km 해역,지도,-
855,2009-07-30 9:27,2.6,,,35.85 N,126.29 E,전북 부안군 위도 북쪽 27km 해역,지도,-
854,2009-07-17 13:14,2.5,,,38.45 N,126.15 E,북한 황해북도 평산 서북서쪽 25km 지역,지도,-
853,2009-07-15 4:04,3,,,35.14 N,125.10 E,전남 신안군 흑산면 북북서쪽 61km 해역,지도,-
852,2009-07-01 8:55,2.6,,,37.84 N,124.94 E,인천 백령도 남동쪽 30km 해역,지도,-
851,2009-06-29 11:52,2.7,,,37.14 N,126.00 E,인천 옹진군 덕적도 서남서쪽 16km 해역,지도,-
850,2009-06-28 22:07,3,,,35.78 N,128.29 E,경북 고령군 북북동쪽 7km 지역,지도,-
849,2009-06-25 13:05,2.2,,,39.43 N,126.11 E,북한 평안남도 성천 서북서쪽 15km 지역,지도,-
848,2009-06-20 21:14,2.2,,,38.03 N,126.62 E,북한 개성 북동쪽 8km 지역,지도,-
847,2009-06-20 4:05,2.9,,,37.09 N,124.74 E,충남 태안군 서격렬비도 북서쪽 89km 해역,지도,-
846,2009-06-06 1:56,2.4,,,35.09 N,125.06 E,전남 신안군 흑산면 북서쪽 62km 해역,지도,-
845,2009-06-06 0:49,2.8,,,38.63 N,127.44 E,북한 강원 회양 서남서쪽 16km 지역,지도,-
844,2009-06-03 20:09,2.9,,,38.57 N,126.50 E,북한 황해북도 신계 북북서쪽 9km 지역,지도,-
843,2009-06-03 15:56,2.4,,,33.19 N,126.33 E,제주 서귀포시 서남서쪽 18km 해역,지도,-
842,2009-05-31 15:24,2.3,,,38.60 N,126.43 E,북한 황해북도 신계 북서쪽 14km 지역,지도,-
841,2009-05-31 0:10,2.5,,,33.52 N,125.85 E,제주 제주시 서쪽 63km 해역,지도,-
840,2009-05-26 18:59,2.2,,,36.57 N,129.22 E,경북 영양군 남동쪽 14km 지역,지도,-
839,2009-05-25 18:12,2.4,,,36.95 N,129.33 E,경북 울진군 남서쪽 8km 지역,지도,-
838,2009-05-15 22:41,2.4,,,36.59 N,126.41 E,충남 태안군 남남동쪽 20km 해역,지도,-
837,2009-05-14 20:50,2.2,,,36.25 N,127.13 E,충남 논산시 북쪽 11km 지역,지도,-
836,2009-05-02 12:28,2.9,,,36.57 N,128.71 E,경북 안동시 서북서쪽 2km 지역,지도,-
835,2009-05-02 7:58,4,,,36.56 N,128.71 E,경북 안동시 서남서쪽 2km 지역,지도,-
834,2009-04-29 12:15,2.9,,,33.43 N,127.36 E,제주 서귀포시 성산 동쪽 45km 해역,지도,-
833,2009-04-21 17:44,2,,,35.45 N,128.21 E,경남 의령군 북북서쪽 15km 지역,지도,-
832,2009-04-18 20:19,2.5,,,33.39 N,127.07 E,제주 서귀포시 성산 동쪽 18km 해역,지도,-
831,2009-04-14 4:51,2.5,,,38.45 N,125.65 E,북한 황해북도 사리원 서남서쪽 11km 지역,지도,-
830,2009-04-02 20:28,3,,,37.60 N,125.95 E,인천 강화군 서남서쪽 50km 해역,지도,-
829,2009-03-30 5:58,2.3,,,36.21 N,128.08 E,경북 김천시 북쪽 8km 지역,지도,-
828,2009-03-26 22:21,2.9,,,38.11 N,127.13 E,경기 연천군 동쪽 3km 지역,지도,-
827,2009-03-26 2:32,2.3,,,33.38 N,127.14 E,제주 서귀포시 성산 동쪽 24km 해역,지도,-
826,2009-03-02 14:20,3.4,,,37.08 N,124.65 E,충남 태안군 서격렬비도 북서쪽 95km 해역,지도,-
825,2009-02-26 20:53,2.2,,,36.94 N,129.36 E,경북 울진군 남서쪽 7km 지역,지도,-
824,2009-02-26 15:03,2.7,,,35.03 N,129.59 E,부산 기장군 남동쪽 41km 해역,지도,-
823,2009-02-23 21:47,2.8,,,37.13 N,126.01 E,인천 옹진군 덕적도 남서쪽 15km 해역,지도,-
822,2009-02-19 0:01,2.3,,,39.72 N,126.89 E,북한 함경남도 요덕 북북동쪽 9km 지역,지도,-
821,2009-02-15 22:41,3,,,35.76 N,125.71 E,전북 군산시 어청도 남남서쪽 47km 해역,지도,-
820,2009-02-15 12:57,2.3,,,35.85 N,127.72 E,전북 무주군 남남동쪽 18km 지역,지도,-
819,2009-02-12 17:46,3.2,,,35.26 N,127.44 E,전남 구례군 동쪽 7km 지역,지도,-
818,2009-01-13 19:07,3,,,36.47 N,129.64 E,경북 영덕군 동쪽 22km 해역,지도,-
817,2009-01-09 20:53,3.2,,,38.73 N,125.82 E,북한 황해북도 사리원 북북동쪽 22km 지역,지도,-
816,2009-01-05 2:59,2.1,,,33.47 N,127.31 E,제주 서귀포시 성산 동북동쪽 41km 해역,지도,-
815,2009-01-02 8:15,2.2,,,33.94 N,127.67 E,전남 고흥군 남남동쪽 82km 해역,지도,-
814,2009-01-01 15:58,2.5,,,36.50 N,129.08 E,경북 청송군 북북동쪽 7km 지역,지도,-
813,2009-01-01 6:45,2.1,,,36.31 N,128.35 E,경북 구미시 북쪽 22km 지역,지도,-
812,2008-12-29 5:51,2.2,,,35.67 N,126.34 E,전북 부안군 서쪽 36km 해역,지도,-
811,2008-12-19 21:53,2.2,,,37.36 N,129.83 E,경북 울진군 북동쪽 56km 해역,지도,-
810,2008-12-19 17:53,3.5,,,36.49 N,129.68 E,경북 영덕군 동북동쪽 29km 해역,지도,-
809,2008-12-18 23:38,2.3,,,36.47 N,129.66 E,경북 영덕군 동북동쪽 27km 해역,지도,-
808,2008-12-11 19:31,2.7,,,40.38 N,126.87 E,북한 자강도 용림 남남동쪽 14km 지역,지도,-
807,2008-12-08 8:49,2.4,,,35.14 N,124.62 E,전남 신안군 흑산면 북서쪽 95km 해역,지도,-
806,2008-12-07 18:02,2.3,,,37.79 N,125.02 E,북한 황해남도 옹진 서남서쪽 34km 해역,지도,-
805,2008-12-07 2:28,2.4,,,36.45 N,129.56 E,경북 영덕군 동북동쪽 18km 해역,지도,-
804,2008-11-11 23:37,2.5,,,38.56 N,125.66 E,북한 황해북도 사리원 북서쪽 11km 지역,지도,-
803,2008-11-11 21:30,3,,,38.55 N,125.67 E,북한 황해북도 사리원 서북서쪽 9km 지역,지도,-
802,2008-11-11 21:20,3,,,38.54 N,125.65 E,북한 황해북도 사리원 서북서쪽 10km 지역,지도,-
801,2008-11-05 18:12,2.3,,,37.07 N,129.11 E,경북 봉화군 동북동쪽 38km 지역,지도,-
800,2008-10-29 9:26,3.4,,,36.35 N,127.25 E,충남 공주시 남동쪽 15km 지역,지도,-
799,2008-10-08 11:04,2.1,,,38.12 N,127.11 E,경기 연천군 북동쪽 4km 지역,지도,-
798,2008-09-20 11:24,2.8,,,34.11 N,125.02 E,전남 신안군 흑산면 남서쪽 73km 해역,지도,-
797,2008-09-13 12:05,2.5,,,35.60 N,126.99 E,전북 정읍시 동북동쪽 12km 지역,지도,-
796,2008-09-11 10:46,2.4,,,38.08 N,127.12 E,경기 연천군 동남동쪽 4km 지역,지도,-
795,2008-09-08 15:35,2.6,,,34.57 N,128.25 E,경남 통영시 남남서쪽 36km 해역,지도,-
794,2008-09-04 0:44,3,,,35.13 N,125.04 E,전남 신안군 흑산면 북서쪽 66km 해역,지도,-
793,2008-08-20 14:45,2.2,,,35.72 N,125.69 E,전북 군산시 어청도 남남서쪽 52km 해역,지도,-
792,2008-07-27 21:48,2.2,,,34.45 N,128.08 E,경남 남해군 남남동쪽 46km 해역,지도,-
791,2008-07-27 17:13,2.4,,,39.40 N,126.03 E,북한 평안남도 평성 북동쪽 23km 지역,지도,-
790,2008-07-23 19:29,3.2,,,34.49 N,128.04 E,경남 남해군 남남동쪽 41km 해역,지도,-
789,2008-07-22 23:11,2.5,,,35.31 N,129.74 E,울산 동구 남동쪽 36km 해역,지도,-
788,2008-07-04 20:48,2.5,,,39.30 N,127.19 E,북한 함경남도 고원 남남서쪽 15km 지역,지도,-
787,2008-07-04 19:39,2.1,,,39.26 N,127.22 E,북한 함경남도 고원 남쪽 18km 지역,지도,-
786,2008-07-01 16:32,2.3,,,35.54 N,128.82 E,경남 밀양시 북동쪽 8km 지역,지도,-
785,2008-06-30 3:34,2.3,,,35.10 N,124.66 E,전남 신안군 흑산면 북서쪽 89km 해역,지도,-
784,2008-06-21 23:30,2.2,,,35.57 N,128.60 E,경남 밀양시 북서쪽 17km 지역,지도,-
783,2008-05-31 21:59,4.2,,,33.50 N,125.69 E,제주 제주시 서쪽 78km 해역,지도,-
782,2008-05-26 11:01,2.6,,,35.85 N,130.01 E,경북 포항시 남구 동남동쪽 61km 해역,지도,-
781,2008-03-27 16:29,2.8,,,37.78 N,126.40 E,인천 강화군 서북서쪽 9km 지역,지도,-
780,2008-03-21 23:57,2.7,,,35.15 N,124.57 E,전남 신안군 흑산면 북서쪽 99km 해역,지도,-
779,2008-03-15 1:38,2,,,38.11 N,127.10 E,경기 연천군 북동쪽 3km 지역,지도,-
778,2008-03-09 18:07,2.2,,,38.75 N,125.84 E,북한 황해북도 송림 동쪽 18km 지역,지도,-
777,2008-03-08 18:05,2,,,35.66 N,128.80 E,경북 청도군 동북동쪽 6km 지역,지도,-
776,2008-02-29 15:53,3.2,,,38.75 N,126.23 E,북한 황해북도 신계 북서쪽 38km 지역,지도,-
775,2008-02-29 5:37,2.4,,,33.57 N,126.54 E,제주 제주시 북쪽 8km 해역,지도,-
774,2008-02-26 23:22,2.5,,,35.97 N,126.56 E,전북 군산시 서쪽 14km 해역,지도,-
773,2008-02-26 9:10,2.6,,,37.95 N,124.85 E,인천 백령도 동쪽 15km 해역,지도,-
772,2008-02-23 18:19,2.2,,,35.82 N,129.33 E,경북 경주시 동쪽 11km 지역,지도,-
771,2008-02-05 10:06,2.3,,,38.41 N,125.90 E,북한 황해북도 사리원 남동쪽 16km 지역,지도,-
770,2008-01-16 19:58,3.9,,,35.65 N,125.37 E,전북 군산시 어청도 남서쪽 75km 해역,지도,-
769,2008-01-14 18:03,2.2,,,36.19 N,127.54 E,충남 금산군 북북동쪽 10km 지역,지도,-
768,2008-01-10 22:51,2.2,,,35.09 N,125.06 E,전남 신안군 흑산면 북서쪽 62km 해역,지도,-
767,2008-01-01 6:33,3.2,,,40.41 N,127.25 E,북한 함경남도 장진 북북동쪽 3km 지역,지도,-
766,2007-12-28 4:03,2.7,,,34.98 N,129.64 E,부산 해운대구 동남동쪽 48km 해역,지도,-
765,2007-12-22 9:54,2.6,,,38.63 N,125.50 E,북한 황해남도 안악군 북쪽 14km 지역,지도,-
764,2007-12-16 0:04,2.2,,,35.62 N,127.80 E,경남 함양군 북북동쪽 13km 지역,지도,-
763,2007-11-19 5:51,2.1,,,34.78 N,126.48 E,전남 영암군 서쪽 20km 지역,지도,-
762,2007-10-29 2:32,2.5,,,36.62 N,128.42 E,경북 예천군 남서쪽 5km 지역,지도,-
761,2007-10-17 20:06,2.1,,,36.43 N,129.57 E,경북 영덕군 동쪽 18km 해역,지도,-
760,2007-10-16 14:59,2.9,,,37.45 N,128.97 E,강원 동해시 서남서쪽 15km 지역,지도,-
759,2007-10-13 4:13,2.1,,,36.44 N,129.63 E,경북 영덕군 동쪽 24km 해역,지도,-
758,2007-10-08 22:36,2.2,,,38.90 N,125.76 E,북한 평양 남쪽 13km 지역,지도,-
757,2007-10-06 9:08,2.5,,,35.59 N,125.96 E,전남 영광군 북서쪽 61km 해역,지도,-
756,2007-10-04 23:56,2.9,,,36.43 N,129.55 E,경북 영덕군 동쪽 16km 해역,지도,-
755,2007-10-01 1:02,2.2,,,36.44 N,129.54 E,경북 영덕군 북동쪽 16km 해역,지도,-
754,2007-09-24 0:24,2.6,,,36.45 N,129.61 E,경북 영덕군 동쪽 22km 해역,지도,-
753,2007-09-17 1:16,3,,,36.45 N,129.69 E,경북 영덕군 동쪽 29km 해역,지도,-
752,2007-09-12 6:50,2.7,,,36.46 N,129.47 E,경북 영덕군 동북동쪽 11km 해역,지도,-
751,2007-08-30 16:12,2.9,,,38.69 N,125.64 E,북한 황해북도 송림 남쪽 5km 지역,지도,-
750,2007-08-18 15:09,2.5,,,35.99 N,125.78 E,전북 군산시 어청도 남서쪽 23km 해역,지도,-
749,2007-08-12 4:52,2.1,,,36.05 N,127.74 E,충북 영동군 남남서쪽 14km 지역,지도,-
748,2007-08-07 18:39,2.4,,,37.23 N,128.80 E,강원 정선군 남동쪽 20km 지역,지도,-
747,2007-07-27 1:37,2.1,,,39.16 N,126.65 E,북한 평안남도 양덕 남남동쪽 6km 지역,지도,-
746,2007-07-22 13:49,2.6,,,36.88 N,126.66 E,충남 당진군 동남동쪽 3km 지역,지도,-
745,2007-07-19 21:01,2.2,,,37.08 N,129.01 E,강원 태백시 남남동쪽 9km 지역,지도,-
744,2007-07-08 19:28,2.2,,,37.37 N,129.66 E,강원 삼척시 동남동쪽 44km 해역,지도,-
743,2007-06-26 0:01,2.2,,,35.61 N,130.15 E,울산 동구 동쪽 67km 해역,지도,-
742,2007-05-28 0:51,2.1,,,35.23 N,128.57 E,경남 마산시 북쪽 4km 지역,지도,-
741,2007-05-26 19:59,2.5,,,36.10 N,125.05 E,충남 태안군 서격렬비열도 남서쪽 70km 해역,지도,-
740,2007-05-19 7:53,2.4,,,36.57 N,129.00 E,경북 청송군 북북서쪽 16km 지역,지도,-
739,2007-05-16 4:56,2.5,,,35.72 N,129.22 E,경북 경주시 남쪽 13km 지역,지도,-
738,2007-05-13 16:22,2.2,,,35.92 N,128.01 E,경북 김천시 남남서쪽 25km 지역,지도,-
737,2007-05-11 5:51,2.1,,,35.55 N,129.91 E,울산 동구 동쪽 45km 해역,지도,-
736,2007-05-03 18:24,2.1,,,36.60 N,127.83 E,경북 상주시 북서쪽 36km 지역,지도,-
735,2007-05-03 12:24,2.2,,,36.13 N,127.85 E,충북 영동군 남동쪽 7km 지역,지도,-
734,2007-04-25 8:36,2,,,36.94 N,126.53 E,충남 당진군 서북서쪽 11km 지역,지도,-
733,2007-04-01 22:16,2.3,,,38.58 N,125.63 E,북한 황해북도 사리원 북서쪽 14km 지역,지도,-
732,2007-03-28 2:47,2.8,,,38.64 N,125.60 E,북한 황해북도 송림 남남서쪽 11km 해역,지도,-
731,2007-03-15 5:30,2.9,,,36.18 N,127.97 E,충북 영동군 동쪽 17km 지역,지도,-
730,2007-03-10 18:18,2,,,37.21 N,128.85 E,강원 정선군 남동쪽 25km 지역,지도,-
729,2007-02-06 0:35,2.2,,,34.97 N,129.68 E,부산 기장군 남동쪽 52km 해역,지도,-
728,2007-01-24 16:31,2.4,,,38.62 N,125.59 E,북한 황해북도 송림 남남서쪽 13km 지역,지도,-
727,2007-01-20 20:56,4.8,,,37.68 N,128.59 E,강원 평창군 북북동쪽 39km 지역,지도,-
726,2007-01-19 9:06,2,,,37.69 N,128.57 E,강원 평창군 북북동쪽 39km 지역,지도,-
725,2007-01-06 5:47,2.4,,,39.11 N,127.98 E,북한 강원 원산 동쪽 48km 해역,지도,-
724,2006-12-28 9:44,2.2,,,36.11 N,128.11 E,경북 김천시 남남동쪽 3km 지역,지도,-
723,2006-12-20 1:18,2.1,,,37.14 N,129.90 E,경북 울진군 동북동쪽 47km 해역,지도,-
722,2006-12-10 1:39,2.5,,,33.06 N,126.22 E,제주 서귀포시 남서쪽 35km 해역,지도,-
721,2006-12-04 0:51,2.7,,,36.46 N,127.92 E,경북 상주시 서북서쪽 22km 지역,지도,-
720,2006-11-26 3:05,2.4,,,34.14 N,127.48 E,전남 여수시 거문도 북동쪽 20km 해역,지도,-
719,2006-11-12 8:19,2.9,,,38.59 N,125.12 E,북한 남포 서남서쪽 34km 지역,지도,-
718,2006-11-11 1:16,2.4,,,35.97 N,127.45 E,전북 진안군 북쪽 20km 지역,지도,-
717,2006-10-25 18:14,2.6,,,33.36 N,125.75 E,제주 제주시 고산 서쪽 39km 해역,지도,-
716,2006-10-22 14:09,2.2,,,37.13 N,125.98 E,인천 옹진군 덕적도 서남서쪽 18km 해역,지도,-
715,2006-10-16 14:12,2.4,,,37.35 N,124.88 E,인천 백령도 남남동쪽 69km 해역,지도,-
714,2006-10-04 5:29,2.2,,,36.67 N,127.67 E,충북 청원군 동북동쪽 16km 지역,지도,-
713,2006-09-29 23:07,3.4,,,34.10 N,124.90 E,전남 신안군 흑산면 남서쪽 81km 해역,지도,-
712,2006-09-20 14:15,2.1,,,34.62 N,128.81 E,경남 거제시 남남동쪽 33km 해역,지도,-
711,2006-09-20 0:03,2.6,,,35.92 N,129.56 E,경북 포항시 남구 동남동쪽 20km 해역,지도,-
710,2006-08-26 7:44,2.2,,,37.21 N,128.81 E,강원 정선군 남동쪽 23km 지역,지도,-
709,2006-08-09 8:16,2.3,,,35.70 N,124.82 E,전남 영광군 안마도 서북서쪽 117km 해역,지도,-
708,2006-08-07 14:18,2.8,,,35.60 N,124.63 E,전남 신안군 흑산면 북서쪽 130km 해역,지도,-
707,2006-08-01 12:57,2,,,35.74 N,127.82 E,경남 거창군 북서쪽 10km 지역,지도,-
706,2006-07-26 2:50,2,,,35.80 N,127.88 E,경남 거창군 북북서쪽 13km 지역,지도,-
705,2006-07-25 23:29,2.5,,,35.79 N,127.89 E,경남 거창군 북쪽 12km 지역,지도,-
704,2006-07-24 2:44,2,,,37.17 N,126.32 E,인천 옹진군 남서쪽 42km 해역,지도,-
703,2006-07-18 14:49,2,,,36.13 N,126.65 E,충남 서천군 북서쪽 7km 지역,지도,-
702,2006-06-01 11:58,2.4,,,34.60 N,128.16 E,경남 남해군 남동쪽 36km 해역,지도,-
701,2006-05-08 6:59,2.4,,,36.22 N,129.54 E,경북 포항시 북구 북동쪽 25km 해역,지도,-
700,2006-04-30 9:50,2.5,,,37.05 N,129.84 E,경북 울진군 동쪽 39km 해역,지도,-
699,2006-04-29 11:01,3.5,,,37.09 N,129.93 E,경북 울진군 동북동쪽 48km 해역,지도,-
698,2006-04-29 1:01,2.5,,,37.07 N,129.81 E,경북 울진군 동북동쪽 37km 해역,지도,-
697,2006-04-28 23:54,2.5,,,37.12 N,129.93 E,경북 울진군 동북동쪽 49km 해역,지도,-
696,2006-04-28 23:47,3,,,37.09 N,129.93 E,경북 울진군 동북동쪽 48km 해역,지도,-
695,2006-04-19 16:18,2.1,,,37.01 N,129.82 E,경북 울진군 동쪽 37km 해역,지도,-
694,2006-04-19 16:01,2.4,,,37.10 N,129.92 E,경북 울진군 동북동쪽 47km 해역,지도,-
693,2006-04-19 10:57,2.5,,,37.10 N,129.91 E,경북 울진군 동북동쪽 47km 해역,지도,-
692,2006-04-19 9:49,3,,,37.05 N,129.96 E,경북 울진군 동쪽 50km 해역,지도,-
691,2006-04-19 9:35,2.4,,,37.07 N,129.93 E,경북 울진군 동쪽 48km 해역,지도,-
690,2006-04-13 1:09,2.8,,,34.74 N,125.01 E,전남 신안군 흑산면 서북서쪽 43km 해역,지도,-
689,2006-04-03 18:14,3.3,,,38.68 N,125.96 E,북한 황해도 사리원 동북동쪽 24km지역,지도,-
688,2006-04-02 0:04,2,,,35.38 N,127.22 E,전북 남원시 서남서쪽 16km 지역,지도,-
687,2006-03-26 7:54,2.4,,,35.67 N,126.26 E,전북 부안군 위도 북북서쪽 48km 해역,지도,-
686,2006-03-23 7:42,2.5,,,38.33 N,127.30 E,북한 강원 철원군 북쪽 20km 지역,지도,-
685,2006-03-19 14:03,2,,,36.33 N,127.34 E,대전 서구 서남서쪽 3km 지역,지도,-
684,2006-03-19 13:59,2.9,,,36.34 N,127.36 E,대전 서구 서남서쪽 1km 지역,지도,-
683,2006-03-15 4:36,2.4,,,38.19 N,125.94 E,북한 황해남도 해주 북동쪽 26km 지역,지도,-
682,2006-03-11 4:52,2.1,,,37.13 N,126.00 E,충남 태안군 북북서쪽 51km 해역,지도,-
681,2006-03-10 5:57,2.5,,,33.30 N,127.15 E,제주 서귀포시 동쪽 59km 해역,지도,-
680,2006-02-28 18:52,2.3,,,36.22 N,127.66 E,충북 영동군 서북서쪽 13km 지역,지도,-
679,2006-02-28 0:11,2.3,,,35.80 N,127.89 E,경남 거창군 북쪽 13km 지역,지도,-
678,2006-02-14 3:32,3,,,38.67 N,126.03 E,북한 황해북도 사리원 북동쪽 30km 지역,지도,-
677,2006-01-21 11:29,2.1,,,36.33 N,127.26 E,충남 공주시 남동쪽 18km 지역,지도,-
676,2006-01-19 22:53,2,,,37.19 N,128.77 E,강원 영월군 동쪽 27km 지역,지도,-
675,2006-01-19 12:35,3.2,,,37.21 N,128.80 E,강원 정선군 남남동쪽 22km 지역,지도,-
674,2005-12-25 3:58,2.6,,,34.76 N,127.11 E,전남 보성군 동남동쪽 3km 해역,지도,-
673,2005-12-18 0:00,2.2,,,34.64 N,127.61 E,전남 여수시 남서쪽 15km 해역,지도,-
672,2005-12-07 18:02,2.5,,,36.62 N,127.76 E,충북 괴산군 남쪽 21km 지역,지도,-
671,2005-11-27 11:47,3.1,,,38.35 N,123.99 E,북한 인천 백령도 북서쪽 75km 해역,지도,-
670,2005-11-15 9:10,3.1,,,37.21 N,128.80 E,강원 정선군 남남동쪽 23km 지역,지도,-
669,2005-11-06 12:52,2.2,,,35.98 N,128.13 E,경북 김천시 남쪽 18km 지역,지도,-
668,2005-10-23 1:02,2.7,,,34.98 N,127.01 E,전남 화순군 남남동쪽 10km 지역,지도,-
667,2005-10-21 12:00,3.2,,,37.87 N,125.05 E,북한 황해남도 옹진 서남서쪽 28km 해역,지도,-
666,2005-10-13 11:22,2.7,,,36.94 N,129.47 E,경북 울진군 남동쪽 9km 해역,지도,-
665,2005-10-10 8:51,3.5,,,37.92 N,124.94 E,북한 인천 백령도 동쪽 23km 해역,지도,-
664,2005-10-03 19:18,2.1,,,35.82 N,129.58 E,경북 포항시 남구 남동쪽 29km 해역,지도,-
663,2005-09-07 17:11,2.1,,,37.09 N,127.84 E,충북 충주시 북서쪽 13km 지역,지도,-
662,2005-08-31 12:58,2.2,,,37.13 N,129.69 E,경북 울진군 동북동쪽 30km 해역,지도,-
661,2005-08-25 19:33,2.4,,,36.65 N,126.26 E,충남 태안군 남남서쪽 11km 지역,지도,-
660,2005-08-24 5:06,3.4,,,34.16 N,127.03 E,전남 여수시 거문도 서북서쪽 30km 해역,지도,-
659,2005-07-30 3:01,3.1,,,34.16 N,127.44 E,전남 여수시 거문도 북동쪽 19km 해역,지도,-
658,2005-06-30 0:25,3.1,,,36.66 N,129.63 E,경북 영덕군 북동쪽 36km 해역,지도,-
657,2005-06-29 23:18,4,,,34.50 N,129.05 E,경남 통영시 매물도 동남동쪽 46km 해역,지도,-
656,2005-06-20 15:31,3,,,38.81 N,125.57 E,북한 황해북도 송림 북서쪽 10km 지역,지도,-
655,2005-06-15 7:37,3,,,33.00 N,126.15 E,제주 제주시 고산 남쪽 33km 해역,지도,-
654,2005-06-15 7:07,3.9,,,33.06 N,126.17 E,제주 제주시 고산 남쪽 26km 해역,지도,-
653,2005-06-10 21:14,2.5,,,36.77 N,128.48 E,경북 예천군 북쪽 13km 지역,지도,-
652,2005-06-10 12:49,2.3,,,36.78 N,128.49 E,경북 영주시 서남서쪽 12km 지역,지도,-
651,2005-06-08 0:07,2.5,,,37.51 N,124.76 E,인천 백령도 남쪽 50km 해역,지도,-
650,2005-05-15 7:22,2.6,,,38.13 N,125.60 E,북한 황해남도 해주 북서쪽 14km 지역,지도,-
649,2005-05-01 16:27,3.6,,,35.04 N,122.99 E,전남 신안군 흑산면 서쪽 230km 해역,지도,-
648,2005-04-21 12:37,3,,,34.91 N,125.47 E,전남 신안군 흑산면 북쪽 29km 해역,지도,-
647,2005-04-09 23:04,2.4,,,35.67 N,130.03 E,울산 동구 동북동쪽 58km 해역,지도,-
646,2005-04-09 19:14,2.4,,,37.17 N,125.41 E,인천 옹진군 연평도 남남서쪽 61km 해역,지도,-
645,2005-04-01 0:15,2.4,,,33.56 N,126.97 E,제주 서귀포시 성산 북북동쪽 21km 해역,지도,-
644,2005-03-31 19:32,2.2,,,36.43 N,125.57 E,충남 태안군 서격렬비열도 남쪽 19km 해역,지도,-
643,2005-03-17 23:39,3.1,,,32.47 N,125.85 E,제주 서귀포시 남서쪽 108km 해역,지도,-
642,2005-03-12 11:56,2.4,,,38.82 N,127.14 E,북한 강원 회양 서북서쪽 42km 지역,지도,-
641,2005-02-20 22:18,3.4,,,35.40 N,126.22 E,전남 영광군 서북서쪽 30km 해역,지도,-
